sent_id,item_id,verb,sentence_type,attachment,plurality,sentence,critical_token,critical_prob,logprob
72,18,talk,nonIC,low,sg,Frank talked to the servants of the dictator who is, is,-4.0329108238220215,"[('Frank', -9.176591873168945), (' talked', -10.136312484741211), (' to', -1.4252021312713623), (' the', -2.2844648361206055), (' servants', -9.461705207824707), (' of', -2.0918149948120117), (' the', -0.6772797703742981), (' dictator', -8.56294059753418), (' who', -3.2437386512756348), (' is', -4.0329108238220215)]"
73,19,congratulate,IC,high,pl,Tracy congratulated the bodyguards of the celebrity who were, were,-2.9853811264038086,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' congrat', -13.859017372131348), ('ulated', -2.383007287979126), (' the', -2.105360984802246), (' body', -9.748459815979004), ('guards', -4.042900562286377), (' of', -2.026186943054199), (' the', -0.8947109580039978), (' celebrity', -7.058237075805664), (' who', -3.764068603515625), (' were', -2.9853811264038086)]"
74,19,chat,nonIC,high,pl,Tracy chatted with the bodyguards of the celebrity who were, were,-3.448570966720581,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' ch', -10.492444038391113), ('atted', -7.632636070251465), (' with', -0.5205937623977661), (' the', -2.524749279022217), (' body', -9.984383583068848), ('guards', -3.7824273109436035), (' of', -1.7915894985198975), (' the', -1.9908233880996704), (' celebrity', -5.833635330200195), (' who', -3.2611446380615234), (' were', -3.448570966720581)]"
75,19,congratulate,IC,low,sg,Tracy congratulated the bodyguards of the celebrity who was, was,-2.605788230895996,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' congrat', -13.859017372131348), ('ulated', -2.383007287979126), (' the', -2.105360984802246), (' body', -9.748459815979004), ('guards', -4.042900562286377), (' of', -2.026186943054199), (' the', -0.8947109580039978), (' celebrity', -7.058237075805664), (' who', -3.764068603515625), (' was', -2.605788230895996)]"
76,19,chat,nonIC,low,sg,Tracy chatted with the bodyguards of the celebrity who was, was,-2.0064380168914795,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' ch', -10.492444038391113), ('atted', -7.632636070251465), (' with', -0.5205937623977661), (' the', -2.524749279022217), (' body', -9.984383583068848), ('guards', -3.7824273109436035), (' of', -1.7915894985198975), (' the', -1.9908233880996704), (' celebrity', -5.833635330200195), (' who', -3.2611446380615234), (' was', -2.0064380168914795)]"
77,20,mock,IC,high,pl,Kevin mocked the fans of the singer who were, were,-2.920435905456543,"[('Kevin', -9.642251014709473), (' mocked', -15.314901351928711), (' the', -2.3075289726257324), (' fans', -7.248967170715332), (' of', -3.262950897216797), (' the', -1.1067575216293335), (' singer', -8.670564651489258), (' who', -2.7343482971191406), (' were', -2.920435905456543)]"
78,20,count,nonIC,high,pl,Kevin counted the fans of the singer who were, were,-2.535618782043457,"[('Kevin', -9.642251014709473), (' counted', -13.946332931518555), (' the', -1.5699819326400757), (' fans', -8.600565910339355), (' of', -3.1476733684539795), (' the', -1.3726167678833008), (' singer', -7.2855634689331055), (' who', -2.6081602573394775), (' were', -2.535618782043457)]"
79,20,mock,IC,low,sg,Kevin mocked the fans of the singer who was, was,-3.3726015090942383,"[('Kevin', -9.642251014709473), (' mocked', -15.314901351928711), (' the', -2.3075289726257324), (' fans', -7.248967170715332), (' of', -3.262950897216797), (' the', -1.1067575216293335), (' singer', -8.670564651489258), (' who', -2.7343482971191406), (' was', -3.3726015090942383)]"
80,20,count,nonIC,low,sg,Kevin counted the fans of the singer who was, was,-1.870585560798645,"[('Kevin', -9.642251014709473), (' counted', -13.946332931518555), (' the', -1.5699819326400757), (' fans', -8.600565910339355), (' of', -3.1476733684539795), (' the', -1.3726167678833008), (' singer', -7.2855634689331055), (' who', -2.6081602573394775), (' was', -1.870585560798645)]"
81,21,scold,IC,high,sg,Alice scolded the coordinator of the participants who was, was,-3.8148574829101562,"[('Alice', -10.414253234863281), (' sc', -11.460800170898438), ('old', -2.875063180923462), ('ed', -0.07213538885116577), (' the', -2.2207603454589844), (' coordinator', -12.12114143371582), (' of', -1.6828423738479614), (' the', -0.44486862421035767), (' participants', -9.025559425354004), (' who', -2.767486810684204), (' was', -3.8148574829101562)]"
82,21,joke,nonIC,high,sg,Alice joked with the coordinator of the participants who was, was,-2.657224655151367,"[('Alice', -10.414253234863281), (' joked', -13.14581298828125), (' with', -2.5038928985595703), (' the', -2.2961456775665283), (' coordinator', -10.150903701782227), (' of', -1.9143500328063965), (' the', -0.5389818549156189), (' participants', -8.971161842346191), (' who', -4.1866044998168945), (' was', -2.657224655151367)]"
83,21,scold,IC,low,pl,Alice scolded the coordinator of the participants who were, were,-2.0176925659179688,"[('Alice', -10.414253234863281), (' sc', -11.460800170898438), ('old', -2.875063180923462), ('ed', -0.07213538885116577), (' the', -2.2207603454589844), (' coordinator', -12.12114143371582), (' of', -1.6828423738479614), (' the', -0.44486862421035767), (' participants', -9.025559425354004), (' who', -2.767486810684204), (' were', -2.0176925659179688)]"
84,21,joke,nonIC,low,pl,Alice joked with the coordinator of the participants who were, were,-1.867712140083313,"[('Alice', -10.414253234863281), (' joked', -13.14581298828125), (' with', -2.5038928985595703), (' the', -2.2961456775665283), (' coordinator', -10.150903701782227), (' of', -1.9143500328063965), (' the', -0.5389818549156189), (' participants', -8.971161842346191), (' who', -4.1866044998168945), (' were', -1.867712140083313)]"
85,22,stare,IC,high,sg,Charles stared at the patron of the artists who was, was,-3.0599734783172607,"[('Charles', -9.299139022827148), (' stared', -13.160751342773438), (' at', -0.6232524514198303), (' the', -0.45607221126556396), (' patron', -11.341119766235352), (' of', -3.6175923347473145), (' the', -0.4990081787109375), (' artists', -9.716925621032715), (' who', -3.8748703002929688), (' was', -3.0599734783172607)]"
86,22,study,nonIC,high,sg,Charles studied with the patron of the artists who was, was,-5.54725456237793,"[('Charles', -9.299139022827148), (' studied', -10.448856353759766), (' with', -3.8469536304473877), (' the', -2.259782314300537), (' patron', -9.843717575073242), (' of', -0.8668093681335449), (' the', -1.008966326713562), (' artists', -6.432290077209473), (' who', -3.5502185821533203), (' was', -5.54725456237793)]"
87,22,stare,IC,low,pl,Charles stared at the patron of the artists who were, were,-2.6648356914520264,"[('Charles', -9.299139022827148), (' stared', -13.160751342773438), (' at', -0.6232524514198303), (' the', -0.45607221126556396), (' patron', -11.341119766235352), (' of', -3.6175923347473145), (' the', -0.4990081787109375), (' artists', -9.716925621032715), (' who', -3.8748703002929688), (' were', -2.6648356914520264)]"
88,22,study,nonIC,low,pl,Charles studied with the patron of the artists who were, were,-2.437493085861206,"[('Charles', -9.299139022827148), (' studied', -10.448856353759766), (' with', -3.8469536304473877), (' the', -2.259782314300537), (' patron', -9.843717575073242), (' of', -0.8668093681335449), (' the', -1.008966326713562), (' artists', -6.432290077209473), (' who', -3.5502185821533203), (' were', -2.437493085861206)]"
89,23,assist,IC,high,sg,Ben assisted the coach of the players who was, was,-5.4039459228515625,"[('Ben', -9.011180877685547), (' assisted', -13.741087913513184), (' the', -2.4044578075408936), (' coach', -8.392772674560547), (' of', -2.600902795791626), (' the', -0.5879438519477844), (' players', -8.964471817016602), (' who', -3.1174726486206055), (' was', -5.4039459228515625)]"
90,23,stand,nonIC,high,sg,Ben stood next to the coach of the players who was, was,-4.3807854652404785,"[('Ben', -9.011180877685547), (' stood', -9.56554889678955), (' next', -4.488536357879639), (' to', -0.0048444755375385284), (' the', -1.0152660608291626), (' coach', -7.574851036071777), (' of', -4.2519426345825195), (' the', -0.3832738697528839), (' players', -7.443050384521484), (' who', -2.5650100708007812), (' was', -4.3807854652404785)]"
91,23,assist,IC,low,pl,Ben assisted the coach of the players who were, were,-1.5788286924362183,"[('Ben', -9.011180877685547), (' assisted', -13.741087913513184), (' the', -2.4044578075408936), (' coach', -8.392772674560547), (' of', -2.600902795791626), (' the', -0.5879438519477844), (' players', -8.964471817016602), (' who', -3.1174726486206055), (' were', -1.5788286924362183)]"
92,23,stand,nonIC,low,pl,Ben stood next to the coach of the players who were, were,-1.1418250799179077,"[('Ben', -9.011180877685547), (' stood', -9.56554889678955), (' next', -4.488536357879639), (' to', -0.0048444755375385284), (' the', -1.0152660608291626), (' coach', -7.574851036071777), (' of', -4.2519426345825195), (' the', -0.3832738697528839), (' players', -7.443050384521484), (' who', -2.5650100708007812), (' were', -1.1418250799179077)]"
93,24,trust,IC,high,sg,Bob trusted the physician of the patients who was, was,-3.6878602504730225,"[('Bob', -9.50656795501709), (' trusted', -15.695585250854492), (' the', -2.197457790374756), (' physician', -7.768424034118652), (' of', -6.04670524597168), (' the', -1.7525966167449951), (' patients', -6.327205657958984), (' who', -2.797502279281616), (' was', -3.6878602504730225)]"
94,24,live,nonIC,high,sg,Bob lived next to the physician of the patients who was, was,-4.979055404663086,"[('Bob', -9.50656795501709), (' lived', -10.475563049316406), (' next', -4.716062068939209), (' to', -1.9856846332550049), (' the', -1.8860814571380615), (' physician', -11.338361740112305), (' of', -5.1672773361206055), (' the', -1.2591476440429688), (' patients', -6.857757091522217), (' who', -2.0199332237243652), (' was', -4.979055404663086)]"
95,24,trust,IC,low,pl,Bob trusted the physician of the patients who were, were,-2.1753060817718506,"[('Bob', -9.50656795501709), (' trusted', -15.695585250854492), (' the', -2.197457790374756), (' physician', -7.768424034118652), (' of', -6.04670524597168), (' the', -1.7525966167449951), (' patients', -6.327205657958984), (' who', -2.797502279281616), (' were', -2.1753060817718506)]"
96,24,live,nonIC,low,pl,Bob lived next to the physician of the patients who were, were,-1.4495346546173096,"[('Bob', -9.50656795501709), (' lived', -10.475563049316406), (' next', -4.716062068939209), (' to', -1.9856846332550049), (' the', -1.8860814571380615), (' physician', -11.338361740112305), (' of', -5.1672773361206055), (' the', -1.2591476440429688), (' patients', -6.857757091522217), (' who', -2.0199332237243652), (' were', -1.4495346546173096)]"
97,25,correct,IC,high,sg,Rachel corrected the agent of the celebrities who was, was,-4.128868103027344,"[('Rachel', -10.303606033325195), (' corrected', -15.10484504699707), (' the', -1.6904196739196777), (' agent', -9.792709350585938), (' of', -4.078735828399658), (' the', -0.9147309064865112), (' celebrities', -10.97600269317627), (' who', -2.7720885276794434), (' was', -4.128868103027344)]"
98,25,run,nonIC,high,sg,Rachel ran into the agent of the celebrities who was, was,-3.406463623046875,"[('Rachel', -10.303606033325195), (' ran', -9.50864028930664), (' into', -3.1417081356048584), (' the', -1.699305534362793), (' agent', -9.55257797241211), (' of', -3.1578664779663086), (' the', -1.1641311645507812), (' celebrities', -10.50056266784668), (' who', -2.4208524227142334), (' was', -3.406463623046875)]"
99,25,correct,IC,low,pl,Rachel corrected the agent of the celebrities who were, were,-2.7167298793792725,"[('Rachel', -10.303606033325195), (' corrected', -15.10484504699707), (' the', -1.6904196739196777), (' agent', -9.792709350585938), (' of', -4.078735828399658), (' the', -0.9147309064865112), (' celebrities', -10.97600269317627), (' who', -2.7720885276794434), (' were', -2.7167298793792725)]"
100,25,run,nonIC,low,pl,Rachel ran into the agent of the celebrities who were, were,-1.6682108640670776,"[('Rachel', -10.303606033325195), (' ran', -9.50864028930664), (' into', -3.1417081356048584), (' the', -1.699305534362793), (' agent', -9.55257797241211), (' of', -3.1578664779663086), (' the', -1.1641311645507812), (' celebrities', -10.50056266784668), (' who', -2.4208524227142334), (' were', -1.6682108640670776)]"
101,26,thank,IC,high,sg,James thanked the analyst of the vendors who was, was,-4.950332164764404,"[('James', -8.624757766723633), (' thanked', -12.030075073242188), (' the', -1.6858422756195068), (' analyst', -10.006820678710938), (' of', -6.226848125457764), (' the', -1.0413330793380737), (' vendors', -11.639528274536133), (' who', -2.9032340049743652), (' was', -4.950332164764404)]"
102,26,chat,nonIC,high,sg,James chatted with the analyst of the vendors who was, was,-5.548830986022949,"[('James', -8.624757766723633), (' ch', -10.974924087524414), ('atted', -5.277744770050049), (' with', -0.7779629230499268), (' the', -2.346855640411377), (' analyst', -11.312061309814453), (' of', -3.660177230834961), (' the', -1.2699880599975586), (' vendors', -12.640396118164062), (' who', -2.9516828060150146), (' was', -5.548830986022949)]"
103,26,thank,IC,low,pl,James thanked the analyst of the vendors who were, were,-2.9848828315734863,"[('James', -8.624757766723633), (' thanked', -12.030075073242188), (' the', -1.6858422756195068), (' analyst', -10.006820678710938), (' of', -6.226848125457764), (' the', -1.0413330793380737), (' vendors', -11.639528274536133), (' who', -2.9032340049743652), (' were', -2.9848828315734863)]"
104,26,chat,nonIC,low,pl,James chatted with the analyst of the vendors who were, were,-2.7880029678344727,"[('James', -8.624757766723633), (' ch', -10.974924087524414), ('atted', -5.277744770050049), (' with', -0.7779629230499268), (' the', -2.346855640411377), (' analyst', -11.312061309814453), (' of', -3.660177230834961), (' the', -1.2699880599975586), (' vendors', -12.640396118164062), (' who', -2.9516828060150146), (' were', -2.7880029678344727)]"
105,27,envy,IC,high,sg,Zoey envies the representative of the voters who is, is,-3.285166025161743,"[('Z', -7.558170795440674), ('o', -3.8504724502563477), ('ey', -2.2913784980773926), (' env', -15.437108039855957), ('ies', -0.6491218209266663), (' the', -1.923612356185913), (' representative', -12.782510757446289), (' of', -1.0811471939086914), (' the', -0.7615780830383301), (' voters', -11.344503402709961), (' who', -2.0309085845947266), (' is', -3.285166025161743)]"
106,27,resemble,nonIC,high,sg,Zoey resembles the representative of the voters who is, is,-3.425244092941284,"[('Z', -7.558170795440674), ('o', -3.8504724502563477), ('ey', -2.2913784980773926), (' resembles', -14.061521530151367), (' the', -2.6249334812164307), (' representative', -12.280975341796875), (' of', -0.3864491879940033), (' the', -0.7051569819450378), (' voters', -13.763567924499512), (' who', -2.3113691806793213), (' is', -3.425244092941284)]"
107,27,envy,IC,low,pl,Zoey envies the representative of the voters who are, are,-2.7583258152008057,"[('Z', -7.558170795440674), ('o', -3.8504724502563477), ('ey', -2.2913784980773926), (' env', -15.437108039855957), ('ies', -0.6491218209266663), (' the', -1.923612356185913), (' representative', -12.782510757446289), (' of', -1.0811471939086914), (' the', -0.7615780830383301), (' voters', -11.344503402709961), (' who', -2.0309085845947266), (' are', -2.7583258152008057)]"
108,27,resemble,nonIC,low,pl,Zoey resembles the representative of the voters who are, are,-2.1876275539398193,"[('Z', -7.558170795440674), ('o', -3.8504724502563477), ('ey', -2.2913784980773926), (' resembles', -14.061521530151367), (' the', -2.6249334812164307), (' representative', -12.280975341796875), (' of', -0.3864491879940033), (' the', -0.7051569819450378), (' voters', -13.763567924499512), (' who', -2.3113691806793213), (' are', -2.1876275539398193)]"
109,28,value,IC,high,sg,Stephen values the accountant of the investors who is, is,-3.7672102451324463,"[('Stephen', -9.625974655151367), (' values', -13.786077499389648), (' the', -1.6226333379745483), (' accountant', -11.766264915466309), (' of', -5.155468940734863), (' the', -1.3828411102294922), (' investors', -10.416135787963867), (' who', -3.256173610687256), (' is', -3.7672102451324463)]"
110,28,meet,nonIC,high,sg,Stephen met the accountant of the investors who is, is,-5.793283462524414,"[('Stephen', -9.625974655151367), (' met', -9.331140518188477), (' the', -3.04025936126709), (' accountant', -10.106138229370117), (' of', -3.3939850330352783), (' the', -0.8095341324806213), (' investors', -9.686274528503418), (' who', -2.489919662475586), (' is', -5.793283462524414)]"
111,28,value,IC,low,pl,Stephen values the accountant of the investors who are, are,-2.2166054248809814,"[('Stephen', -9.625974655151367), (' values', -13.786077499389648), (' the', -1.6226333379745483), (' accountant', -11.766264915466309), (' of', -5.155468940734863), (' the', -1.3828411102294922), (' investors', -10.416135787963867), (' who', -3.256173610687256), (' are', -2.2166054248809814)]"
112,28,meet,nonIC,low,pl,Stephen met the accountant of the investors who are, are,-4.217593193054199,"[('Stephen', -9.625974655151367), (' met', -9.331140518188477), (' the', -3.04025936126709), (' accountant', -10.106138229370117), (' of', -3.3939850330352783), (' the', -0.8095341324806213), (' investors', -9.686274528503418), (' who', -2.489919662475586), (' are', -4.217593193054199)]"
113,29,fear,IC,high,sg,Liz fears the lawyer of the actors who is, is,-5.156744956970215,"[('L', -6.064358234405518), ('iz', -5.0074357986450195), (' fears', -12.098371505737305), (' the', -2.6662518978118896), (' lawyer', -10.350494384765625), (' of', -5.505743980407715), (' the', -1.3012677431106567), (' actors', -10.61471939086914), (' who', -1.7635867595672607), (' is', -5.156744956970215)]"
114,29,recognize,nonIC,high,sg,Liz recognizes the lawyer of the actors who is, is,-4.098081588745117,"[('L', -6.064358234405518), ('iz', -5.0074357986450195), (' recognizes', -11.037201881408691), (' the', -1.2537435293197632), (' lawyer', -11.223849296569824), (' of', -4.562095642089844), (' the', -1.17403244972229), (' actors', -11.019676208496094), (' who', -2.5327324867248535), (' is', -4.098081588745117)]"
115,29,fear,IC,low,pl,Liz fears the lawyer of the actors who are, are,-2.1492204666137695,"[('L', -6.064358234405518), ('iz', -5.0074357986450195), (' fears', -12.098371505737305), (' the', -2.6662518978118896), (' lawyer', -10.350494384765625), (' of', -5.505743980407715), (' the', -1.3012677431106567), (' actors', -10.61471939086914), (' who', -1.7635867595672607), (' are', -2.1492204666137695)]"
116,29,recognize,nonIC,low,pl,Liz recognizes the lawyer of the actors who are, are,-2.2545673847198486,"[('L', -6.064358234405518), ('iz', -5.0074357986450195), (' recognizes', -11.037201881408691), (' the', -1.2537435293197632), (' lawyer', -11.223849296569824), (' of', -4.562095642089844), (' the', -1.17403244972229), (' actors', -11.019676208496094), (' who', -2.5327324867248535), (' are', -2.2545673847198486)]"
117,30,notice,IC,high,sg,Jan noticed the son of the scientists who was, was,-3.276704788208008,"[('Jan', -9.13471794128418), (' noticed', -12.965331077575684), (' the', -2.219146490097046), (' son', -9.565239906311035), (' of', -1.0793542861938477), (' the', -1.5740365982055664), (' scientists', -11.150984764099121), (' who', -1.979477882385254), (' was', -3.276704788208008)]"
118,30,jog,nonIC,high,sg,Jan jogged with the son of the scientists who was, was,-3.9704833030700684,"[('Jan', -9.13471794128418), (' jog', -15.833852767944336), ('ged', -4.432533264160156), (' with', -4.12465763092041), (' the', -2.334238052368164), (' son', -7.599544525146484), (' of', -0.9597314596176147), (' the', -1.8314718008041382), (' scientists', -10.945089340209961), (' who', -1.6180524826049805), (' was', -3.9704833030700684)]"
119,30,notice,IC,low,pl,Jan noticed the son of the scientists who were, were,-2.2243289947509766,"[('Jan', -9.13471794128418), (' noticed', -12.965331077575684), (' the', -2.219146490097046), (' son', -9.565239906311035), (' of', -1.0793542861938477), (' the', -1.5740365982055664), (' scientists', -11.150984764099121), (' who', -1.979477882385254), (' were', -2.2243289947509766)]"
120,30,jog,nonIC,low,pl,Jan jogged with the son of the scientists who were, were,-3.1875433921813965,"[('Jan', -9.13471794128418), (' jog', -15.833852767944336), ('ged', -4.432533264160156), (' with', -4.12465763092041), (' the', -2.334238052368164), (' son', -7.599544525146484), (' of', -0.9597314596176147), (' the', -1.8314718008041382), (' scientists', -10.945089340209961), (' who', -1.6180524826049805), (' were', -3.1875433921813965)]"
121,31,praise,IC,high,pl,Luke praised the tenants of the landlord who were, were,-3.2865166664123535,"[('Luke', -10.441295623779297), (' praised', -13.831053733825684), (' the', -1.5930078029632568), (' tenants', -9.526076316833496), (' of', -1.5511811971664429), (' the', -1.0137500762939453), (' landlord', -8.135986328125), (' who', -2.4648261070251465), (' were', -3.2865166664123535)]"
122,31,carpool,nonIC,high,pl,Luke carpooled with the tenants of the landlord who were, were,-3.7118396759033203,"[('Luke', -10.441295623779297), (' carp', -14.082785606384277), ('ooled', -10.943805694580078), (' with', -0.8418816924095154), (' the', -3.104121685028076), (' tenants', -10.339459419250488), (' of', -1.275818109512329), (' the', -1.1434597969055176), (' landlord', -8.515199661254883), (' who', -2.4464988708496094), (' were', -3.7118396759033203)]"
123,31,praise,IC,low,sg,Luke praised the tenants of the landlord who was, was,-3.023563861846924,"[('Luke', -10.441295623779297), (' praised', -13.831053733825684), (' the', -1.5930078029632568), (' tenants', -9.526076316833496), (' of', -1.5511811971664429), (' the', -1.0137500762939453), (' landlord', -8.135986328125), (' who', -2.4648261070251465), (' was', -3.023563861846924)]"
124,31,carpool,nonIC,low,sg,Luke carpooled with the tenants of the landlord who was, was,-2.6197872161865234,"[('Luke', -10.441295623779297), (' carp', -14.082785606384277), ('ooled', -10.943805694580078), (' with', -0.8418816924095154), (' the', -3.104121685028076), (' tenants', -10.339459419250488), (' of', -1.275818109512329), (' the', -1.1434597969055176), (' landlord', -8.515199661254883), (' who', -2.4464988708496094), (' was', -2.6197872161865234)]"
125,32,hate,IC,high,pl,Karen hates the followers of the leader who are, are,-3.5558362007141113,"[('Karen', -10.352808952331543), (' hates', -11.601465225219727), (' the', -2.455169916152954), (' followers', -12.270566940307617), (' of', -1.1024092435836792), (' the', -1.7886502742767334), (' leader', -6.069411754608154), (' who', -2.5758159160614014), (' are', -3.5558362007141113)]"
126,32,know,nonIC,high,pl,Karen knows the follwers of the leader who are, are,-3.4174468517303467,"[('Karen', -10.352808952331543), (' knows', -9.366265296936035), (' the', -2.3390440940856934), (' foll', -11.485814094543457), ('wers', -5.235050201416016), (' of', -0.8361497521400452), (' the', -1.7791661024093628), (' leader', -9.086337089538574), (' who', -4.598042964935303), (' are', -3.4174468517303467)]"
127,32,hate,IC,low,sg,Karen hates the followers of the leader who is, is,-2.3972344398498535,"[('Karen', -10.352808952331543), (' hates', -11.601465225219727), (' the', -2.455169916152954), (' followers', -12.270566940307617), (' of', -1.1024092435836792), (' the', -1.7886502742767334), (' leader', -6.069411754608154), (' who', -2.5758159160614014), (' is', -2.3972344398498535)]"
128,32,know,nonIC,low,sg,Karen knows the follwers of the leader who is, is,-2.3275411128997803,"[('Karen', -10.352808952331543), (' knows', -9.366265296936035), (' the', -2.3390440940856934), (' foll', -11.485814094543457), ('wers', -5.235050201416016), (' of', -0.8361497521400452), (' the', -1.7791661024093628), (' leader', -9.086337089538574), (' who', -4.598042964935303), (' is', -2.3275411128997803)]"
129,33,blame,IC,high,pl,Jack blamed the trainees of the craftsman who were, were,-2.603524684906006,"[('Jack', -9.456412315368652), (' blamed', -14.414071083068848), (' the', -1.9867310523986816), (' train', -7.324914455413818), ('ees', -5.2307634353637695), (' of', -4.898754119873047), (' the', -1.3060894012451172), (' crafts', -11.392099380493164), ('man', -1.7689687013626099), (' who', -3.7915074825286865), (' were', -2.603524684906006)]"
130,33,gossip,nonIC,high,pl,Jack gossiped with the trainees of the craftsman who were, were,-2.138033390045166,"[('Jack', -9.456412315368652), (' g', -10.292433738708496), ('oss', -5.213196754455566), ('iped', -8.885411262512207), (' with', -1.7467905282974243), (' the', -2.0704805850982666), (' train', -8.484111785888672), ('ees', -2.5354957580566406), (' of', -3.86521053314209), (' the', -0.9074470400810242), (' crafts', -11.238365173339844), ('man', -1.6985293626785278), (' who', -4.469349384307861), (' were', -2.138033390045166)]"
131,33,blame,IC,low,sg,Jack blamed the trainees of the craftsman who was, was,-3.256765842437744,"[('Jack', -9.456412315368652), (' blamed', -14.414071083068848), (' the', -1.9867310523986816), (' train', -7.324914455413818), ('ees', -5.2307634353637695), (' of', -4.898754119873047), (' the', -1.3060894012451172), (' crafts', -11.392099380493164), ('man', -1.7689687013626099), (' who', -3.7915074825286865), (' was', -3.256765842437744)]"
132,33,gossip,nonIC,low,sg,Jack gossiped with the trainees of the craftsman who was, was,-2.6729722023010254,"[('Jack', -9.456412315368652), (' g', -10.292433738708496), ('oss', -5.213196754455566), ('iped', -8.885411262512207), (' with', -1.7467905282974243), (' the', -2.0704805850982666), (' train', -8.484111785888672), ('ees', -2.5354957580566406), (' of', -3.86521053314209), (' the', -0.9074470400810242), (' crafts', -11.238365173339844), ('man', -1.6985293626785278), (' who', -4.469349384307861), (' was', -2.6729722023010254)]"
133,34,help,IC,high,pl,Sophia helped the students of the professor who were, were,-3.5393948554992676,"[('Soph', -10.347854614257812), ('ia', -1.5369478464126587), (' helped', -9.977367401123047), (' the', -3.6251845359802246), (' students', -5.287715435028076), (' of', -2.900043487548828), (' the', -1.7496953010559082), (' professor', -11.598219871520996), (' who', -3.4344890117645264), (' were', -3.5393948554992676)]"
134,34,wait,nonIC,high,pl,Sophia waited with the students of the professor who were, were,-3.313606023788452,"[('Soph', -10.347854614257812), ('ia', -1.5369478464126587), (' waited', -12.573055267333984), (' with', -3.819692611694336), (' the', -2.4043354988098145), (' students', -6.549863815307617), (' of', -3.170844554901123), (' the', -1.4317876100540161), (' professor', -10.812613487243652), (' who', -3.458578586578369), (' were', -3.313606023788452)]"
135,34,help,IC,low,sg,Sophia helped the students of the professor who was, was,-1.8601614236831665,"[('Soph', -10.347854614257812), ('ia', -1.5369478464126587), (' helped', -9.977367401123047), (' the', -3.6251845359802246), (' students', -5.287715435028076), (' of', -2.900043487548828), (' the', -1.7496953010559082), (' professor', -11.598219871520996), (' who', -3.4344890117645264), (' was', -1.8601614236831665)]"
136,34,wait,nonIC,low,sg,Sophia waited with the students of the professor who was, was,-1.7444226741790771,"[('Soph', -10.347854614257812), ('ia', -1.5369478464126587), (' waited', -12.573055267333984), (' with', -3.819692611694336), (' the', -2.4043354988098145), (' students', -6.549863815307617), (' of', -3.170844554901123), (' the', -1.4317876100540161), (' professor', -10.812613487243652), (' who', -3.458578586578369), (' was', -1.7444226741790771)]"
137,35,reproach,IC,high,pl,Noah reproached the assistants of the technician who were, were,-3.178504467010498,"[('No', -7.389830112457275), ('ah', -4.110344886779785), (' repro', -14.157048225402832), ('ached', -1.6921062469482422), (' the', -1.45133376121521), (' assistants', -12.136799812316895), (' of', -1.5495048761367798), (' the', -0.8435589671134949), (' technician', -11.207085609436035), (' who', -1.9663238525390625), (' were', -3.178504467010498)]"
138,35,visit,nonIC,high,pl,Noah visited the assistants of the technician who were, were,-2.8863918781280518,"[('No', -7.389830112457275), ('ah', -4.110344886779785), (' visited', -9.40925121307373), (' the', -1.4489562511444092), (' assistants', -14.033584594726562), (' of', -2.0311641693115234), (' the', -0.8840512633323669), (' technician', -10.013582229614258), (' who', -2.2155234813690186), (' were', -2.8863918781280518)]"
139,35,reproach,IC,low,sg,Noah reproached the assistants of the technician who was, was,-2.0962557792663574,"[('No', -7.389830112457275), ('ah', -4.110344886779785), (' repro', -14.157048225402832), ('ached', -1.6921062469482422), (' the', -1.45133376121521), (' assistants', -12.136799812316895), (' of', -1.5495048761367798), (' the', -0.8435589671134949), (' technician', -11.207085609436035), (' who', -1.9663238525390625), (' was', -2.0962557792663574)]"
140,35,visit,nonIC,low,sg,Noah visited the assistants of the technician who was, was,-2.3140881061553955,"[('No', -7.389830112457275), ('ah', -4.110344886779785), (' visited', -9.40925121307373), (' the', -1.4489562511444092), (' assistants', -14.033584594726562), (' of', -2.0311641693115234), (' the', -0.8840512633323669), (' technician', -10.013582229614258), (' who', -2.2155234813690186), (' was', -2.3140881061553955)]"
141,36,pacify,IC,high,pl,Charlotte pacified the patients of the therapist who were, were,-3.1985230445861816,"[('Charlotte', -10.6317720413208), (' pac', -14.411624908447266), ('ified', -4.930969715118408), (' the', -2.0927281379699707), (' patients', -8.771958351135254), (' of', -3.5144991874694824), (' the', -1.0313665866851807), (' therapist', -12.24023151397705), (' who', -3.6282424926757812), (' were', -3.1985230445861816)]"
142,36,greet,nonIC,high,pl,Charlotte greeted the patients of the therapist who were, were,-2.929806709289551,"[('Charlotte', -10.6317720413208), (' greeted', -12.658129692077637), (' the', -2.234175682067871), (' patients', -8.20994758605957), (' of', -3.0858309268951416), (' the', -1.2225031852722168), (' therapist', -11.5693941116333), (' who', -3.371429443359375), (' were', -2.929806709289551)]"
143,36,pacify,IC,low,sg,Charlotte pacified the patients of the therapist who was, was,-2.2509922981262207,"[('Charlotte', -10.6317720413208), (' pac', -14.411624908447266), ('ified', -4.930969715118408), (' the', -2.0927281379699707), (' patients', -8.771958351135254), (' of', -3.5144991874694824), (' the', -1.0313665866851807), (' therapist', -12.24023151397705), (' who', -3.6282424926757812), (' was', -2.2509922981262207)]"
