sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
49,13,blame,IC,exp,Emily blamed the nieces who have repeatedly ruined expensive orchids,"Emily blamed the nieces who have repeatedly ruined expensive orchids, because", because,-5.81066370010376,"[('Emily', -10.217031478881836), (' blamed', -13.277749061584473), (' the', -2.016691207885742), (' nie', -13.069579124450684), ('ces', -0.3014675974845886), (' who', -4.714781284332275), (' have', -4.153468132019043), (' repeatedly', -6.694639682769775), (' ruined', -5.127061367034912), (' expensive', -9.638067245483398), (' orch', -9.949773788452148), ('ids', -0.23736198246479034), (',', -2.9634060859680176), (' because', -5.81066370010376)]"
50,13,wait,nonIC,exp,Emily waited with the nieces who have repeatedly ruined expensive orchids,"Emily waited with the nieces who have repeatedly ruined expensive orchids, because", because,-5.814847469329834,"[('Emily', -10.217031478881836), (' waited', -12.946626663208008), (' with', -3.70865535736084), (' the', -2.5512218475341797), (' nie', -11.547961235046387), ('ces', -0.02680971287190914), (' who', -5.753148555755615), (' have', -4.406022071838379), (' repeatedly', -9.007546424865723), (' ruined', -7.522784233093262), (' expensive', -9.248403549194336), (' orch', -9.734601020812988), ('ids', -0.2705482840538025), (',', -2.6000142097473145), (' because', -5.814847469329834)]"
51,13,blame,IC,nonexp,Emily blamed the nieces who have repeatedly ruined expensive orchids,"Emily blamed the nieces who have repeatedly ruined expensive orchids, and", and,-2.2685065269470215,"[('Emily', -10.217031478881836), (' blamed', -13.277749061584473), (' the', -2.016691207885742), (' nie', -13.069579124450684), ('ces', -0.3014675974845886), (' who', -4.714781284332275), (' have', -4.153468132019043), (' repeatedly', -6.694639682769775), (' ruined', -5.127061367034912), (' expensive', -9.638067245483398), (' orch', -9.949773788452148), ('ids', -0.23736198246479034), (',', -2.9634060859680176), (' and', -2.2685065269470215)]"
52,13,wait,nonIC,nonexp,Emily waited with the nieces who have repeatedly ruined expensive orchids,"Emily waited with the nieces who have repeatedly ruined expensive orchids, and", and,-1.894019603729248,"[('Emily', -10.217031478881836), (' waited', -12.946626663208008), (' with', -3.70865535736084), (' the', -2.5512218475341797), (' nie', -11.547961235046387), ('ces', -0.02680971287190914), (' who', -5.753148555755615), (' have', -4.406022071838379), (' repeatedly', -9.007546424865723), (' ruined', -7.522784233093262), (' expensive', -9.248403549194336), (' orch', -9.734601020812988), ('ids', -0.2705482840538025), (',', -2.6000142097473145), (' and', -1.894019603729248)]"
53,14,help,IC,exp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, because", because,-4.389712810516357,"[('Joe', -9.464546203613281), (' helped', -10.292366981506348), (' the', -3.7453184127807617), (' boys', -5.231271743774414), (' who', -5.9165143966674805), (' are', -3.440190315246582), (' perpet', -9.799474716186523), ('ually', -0.05433034896850586), (' failing', -5.856149673461914), (' math', -3.792625665664673), (' class', -2.365720510482788), (',', -2.6184873580932617), (' because', -4.389712810516357)]"
54,14,run,nonIC,exp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, because", because,-4.459726810455322,"[('Joe', -9.464546203613281), (' ran', -9.681690216064453), (' into', -2.710874080657959), (' the', -1.379170536994934), (' boys', -7.0233473777771), (' who', -6.793771743774414), (' are', -3.5292868614196777), (' perpet', -10.276703834533691), ('ually', -0.1884830743074417), (' failing', -6.772908687591553), (' math', -3.7520339488983154), (' class', -1.8622472286224365), (',', -2.090890884399414), (' because', -4.459726810455322)]"
55,14,help,IC,nonexp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, and", and,-1.5463823080062866,"[('Joe', -9.464546203613281), (' helped', -10.292366981506348), (' the', -3.7453184127807617), (' boys', -5.231271743774414), (' who', -5.9165143966674805), (' are', -3.440190315246582), (' perpet', -9.799474716186523), ('ually', -0.05433034896850586), (' failing', -5.856149673461914), (' math', -3.792625665664673), (' class', -2.365720510482788), (',', -2.6184873580932617), (' and', -1.5463823080062866)]"
56,14,run,nonIC,nonexp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, and", and,-1.264461874961853,"[('Joe', -9.464546203613281), (' ran', -9.681690216064453), (' into', -2.710874080657959), (' the', -1.379170536994934), (' boys', -7.0233473777771), (' who', -6.793771743774414), (' are', -3.5292868614196777), (' perpet', -10.276703834533691), ('ually', -0.1884830743074417), (' failing', -6.772908687591553), (' math', -3.7520339488983154), (' class', -1.8622472286224365), (',', -2.090890884399414), (' and', -1.264461874961853)]"
57,15,reproach,IC,exp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, because", because,-3.3173515796661377,"[('Jessica', -10.292234420776367), (' repro', -17.15491485595703), ('ached', -2.535797119140625), (' the', -2.7493844032287598), (' doctors', -6.830870628356934), (' who', -2.6921186447143555), (' were', -2.328660488128662), (' adam', -11.760733604431152), ('antly', -0.04118283838033676), (' in', -3.9820609092712402), (' favor', -0.493407279253006), (' of', -0.01051917765289545), (' plastic', -7.046751022338867), (' surgery', -0.046159401535987854), (',', -1.8620107173919678), (' because', -3.3173515796661377)]"
58,15,work,nonIC,exp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, because", because,-4.66571569442749,"[('Jessica', -10.292234420776367), (' worked', -8.793763160705566), (' with', -1.7477539777755737), (' the', -2.266655683517456), (' doctors', -9.174200057983398), (' who', -4.487920761108398), (' were', -2.7644431591033936), (' adam', -12.90222454071045), ('antly', -0.014756930992007256), (' in', -4.152740955352783), (' favor', -0.46204546093940735), (' of', -0.013670512475073338), (' plastic', -7.108712196350098), (' surgery', -0.024976907297968864), (',', -1.867002010345459), (' because', -4.66571569442749)]"
59,15,reproach,IC,nonexp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, and", and,-2.057337999343872,"[('Jessica', -10.292234420776367), (' repro', -17.15491485595703), ('ached', -2.535797119140625), (' the', -2.7493844032287598), (' doctors', -6.830870628356934), (' who', -2.6921186447143555), (' were', -2.328660488128662), (' adam', -11.760733604431152), ('antly', -0.04118283838033676), (' in', -3.9820609092712402), (' favor', -0.493407279253006), (' of', -0.01051917765289545), (' plastic', -7.046751022338867), (' surgery', -0.046159401535987854), (',', -1.8620107173919678), (' and', -2.057337999343872)]"
60,15,work,nonIC,nonexp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, and", and,-1.6087087392807007,"[('Jessica', -10.292234420776367), (' worked', -8.793763160705566), (' with', -1.7477539777755737), (' the', -2.266655683517456), (' doctors', -9.174200057983398), (' who', -4.487920761108398), (' were', -2.7644431591033936), (' adam', -12.90222454071045), ('antly', -0.014756930992007256), (' in', -4.152740955352783), (' favor', -0.46204546093940735), (' of', -0.013670512475073338), (' plastic', -7.108712196350098), (' surgery', -0.024976907297968864), (',', -1.867002010345459), (' and', -1.6087087392807007)]"
61,16,pacify,IC,exp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, because", because,-5.084855556488037,"[('Brian', -9.715469360351562), (' pac', -15.488031387329102), ('ified', -5.372053146362305), (' the', -1.8399648666381836), (' associates', -10.76571273803711), (' who', -3.4157779216766357), (' were', -1.5367708206176758), (' nearly', -8.347010612487793), (' bankrupt', -7.860659599304199), ('ed', -0.8698427677154541), (' by', -0.5304642915725708), (' the', -0.985323429107666), (' new', -4.414725303649902), (' tax', -3.503159523010254), (' policy', -4.218421936035156), (',', -1.7687569856643677), (' because', -5.084855556488037)]"
62,16,visit,nonIC,exp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, because", because,-5.648303508758545,"[('Brian', -9.715469360351562), (' visited', -11.097066879272461), (' the', -1.5827102661132812), (' associates', -13.180807113647461), (' who', -4.3355631828308105), (' were', -1.9885636568069458), (' nearly', -9.544140815734863), (' bankrupt', -6.487387180328369), ('ed', -0.7836540937423706), (' by', -0.5114158987998962), (' the', -1.212587833404541), (' new', -4.466134071350098), (' tax', -4.270084381103516), (' policy', -5.075672626495361), (',', -2.267749309539795), (' because', -5.648303508758545)]"
63,16,pacify,IC,nonexp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, and", and,-1.3148959875106812,"[('Brian', -9.715469360351562), (' pac', -15.488031387329102), ('ified', -5.372053146362305), (' the', -1.8399648666381836), (' associates', -10.76571273803711), (' who', -3.4157779216766357), (' were', -1.5367708206176758), (' nearly', -8.347010612487793), (' bankrupt', -7.860659599304199), ('ed', -0.8698427677154541), (' by', -0.5304642915725708), (' the', -0.985323429107666), (' new', -4.414725303649902), (' tax', -3.503159523010254), (' policy', -4.218421936035156), (',', -1.7687569856643677), (' and', -1.3148959875106812)]"
64,16,visit,nonIC,nonexp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, and", and,-0.9341942071914673,"[('Brian', -9.715469360351562), (' visited', -11.097066879272461), (' the', -1.5827102661132812), (' associates', -13.180807113647461), (' who', -4.3355631828308105), (' were', -1.9885636568069458), (' nearly', -9.544140815734863), (' bankrupt', -6.487387180328369), ('ed', -0.7836540937423706), (' by', -0.5114158987998962), (' the', -1.212587833404541), (' new', -4.466134071350098), (' tax', -4.270084381103516), (' policy', -5.075672626495361), (',', -2.267749309539795), (' and', -0.9341942071914673)]"
65,17,detest,IC,exp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, because", because,-4.955000877380371,"[('Mel', -9.051795959472656), ('issa', -1.637251853942871), (' det', -12.715253829956055), ('ests', -2.5155410766601562), (' the', -1.9501701593399048), (' children', -7.447262287139893), (' who', -2.8718984127044678), (' are', -2.0720901489257812), (' generally', -8.517595291137695), (' arrogant', -7.117223739624023), (' and', -0.7516520619392395), (' rude', -2.5795063972473145), (',', -1.930456280708313), (' because', -4.955000877380371)]"
66,17,babysit,nonIC,exp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, because", because,-4.812911510467529,"[('Mel', -9.051795959472656), ('issa', -1.637251853942871), (' babys', -17.553096771240234), ('its', -0.5504191517829895), (' the', -2.9064130783081055), (' children', -2.619077205657959), (' who', -5.429062843322754), (' are', -1.6422967910766602), (' generally', -8.108640670776367), (' arrogant', -8.150186538696289), (' and', -0.7338518500328064), (' rude', -2.5939319133758545), (',', -1.9424763917922974), (' because', -4.812911510467529)]"
67,17,detest,IC,nonexp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, and", and,-1.3932923078536987,"[('Mel', -9.051795959472656), ('issa', -1.637251853942871), (' det', -12.715253829956055), ('ests', -2.5155410766601562), (' the', -1.9501701593399048), (' children', -7.447262287139893), (' who', -2.8718984127044678), (' are', -2.0720901489257812), (' generally', -8.517595291137695), (' arrogant', -7.117223739624023), (' and', -0.7516520619392395), (' rude', -2.5795063972473145), (',', -1.930456280708313), (' and', -1.3932923078536987)]"
68,17,babysit,nonIC,nonexp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, and", and,-1.9867711067199707,"[('Mel', -9.051795959472656), ('issa', -1.637251853942871), (' babys', -17.553096771240234), ('its', -0.5504191517829895), (' the', -2.9064130783081055), (' children', -2.619077205657959), (' who', -5.429062843322754), (' are', -1.6422967910766602), (' generally', -8.108640670776367), (' arrogant', -8.150186538696289), (' and', -0.7338518500328064), (' rude', -2.5939319133758545), (',', -1.9424763917922974), (' and', -1.9867711067199707)]"
69,18,thank,IC,exp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, because", because,-5.344193458557129,"[('Frank', -9.176591873168945), (' thanked', -14.127828598022461), (' the', -1.9091140031814575), (' servants', -8.866598129272461), (' who', -2.5328683853149414), (' are', -6.413675785064697), (' lately', -10.616175651550293), (' been', -2.889235734939575), (' helping', -7.093146324157715), (' the', -3.4010674953460693), (' poor', -3.433316230773926), (',', -1.9609901905059814), (' because', -5.344193458557129)]"
70,18,talk,nonIC,exp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, because", because,-5.827488899230957,"[('Frank', -9.176591873168945), (' talked', -10.136312484741211), (' to', -1.4252021312713623), (' the', -2.2844648361206055), (' servants', -9.461705207824707), (' who', -2.9780759811401367), (' are', -4.750698566436768), (' lately', -11.071941375732422), (' been', -3.282424211502075), (' helping', -7.9828033447265625), (' the', -2.6544156074523926), (' poor', -4.191586494445801), (',', -2.193589925765991), (' because', -5.827488899230957)]"
71,18,thank,IC,nonexp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, and", and,-0.8508670330047607,"[('Frank', -9.176591873168945), (' thanked', -14.127828598022461), (' the', -1.9091140031814575), (' servants', -8.866598129272461), (' who', -2.5328683853149414), (' are', -6.413675785064697), (' lately', -10.616175651550293), (' been', -2.889235734939575), (' helping', -7.093146324157715), (' the', -3.4010674953460693), (' poor', -3.433316230773926), (',', -1.9609901905059814), (' and', -0.8508670330047607)]"
72,18,talk,nonIC,nonexp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, and", and,-0.6229753494262695,"[('Frank', -9.176591873168945), (' talked', -10.136312484741211), (' to', -1.4252021312713623), (' the', -2.2844648361206055), (' servants', -9.461705207824707), (' who', -2.9780759811401367), (' are', -4.750698566436768), (' lately', -11.071941375732422), (' been', -3.282424211502075), (' helping', -7.9828033447265625), (' the', -2.6544156074523926), (' poor', -4.191586494445801), (',', -2.193589925765991), (' and', -0.6229753494262695)]"
73,19,congratulate,IC,exp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, because", because,-5.1763410568237305,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' congrat', -13.859017372131348), ('ulated', -2.383007287979126), (' the', -2.105360984802246), (' body', -9.748459815979004), ('guards', -4.042900562286377), (' who', -2.1593503952026367), (' were', -2.2064449787139893), (' constantly', -7.25900411605835), (' fighting', -5.579907417297363), (' off', -2.5880284309387207), (' the', -1.079084873199463), (' pap', -3.4787917137145996), ('ar', -0.004614893812686205), ('azzi', -0.008152777329087257), (',', -2.191093683242798), (' because', -5.1763410568237305)]"
74,19,chat,nonIC,exp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, because", because,-5.905714988708496,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' ch', -10.492444038391113), ('atted', -7.632636070251465), (' with', -0.5205937623977661), (' the', -2.524749279022217), (' body', -9.984383583068848), ('guards', -3.7824273109436035), (' who', -2.520820379257202), (' were', -1.8724994659423828), (' constantly', -7.135456085205078), (' fighting', -6.605798721313477), (' off', -1.135398030281067), (' the', -1.2968612909317017), (' pap', -1.1835566759109497), ('ar', -0.009963186457753181), ('azzi', -0.008089752867817879), (',', -2.6309893131256104), (' because', -5.905714988708496)]"
75,19,congratulate,IC,nonexp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, and", and,-1.3467772006988525,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' congrat', -13.859017372131348), ('ulated', -2.383007287979126), (' the', -2.105360984802246), (' body', -9.748459815979004), ('guards', -4.042900562286377), (' who', -2.1593503952026367), (' were', -2.2064449787139893), (' constantly', -7.25900411605835), (' fighting', -5.579907417297363), (' off', -2.5880284309387207), (' the', -1.079084873199463), (' pap', -3.4787917137145996), ('ar', -0.004614893812686205), ('azzi', -0.008152777329087257), (',', -2.191093683242798), (' and', -1.3467772006988525)]"
76,19,chat,nonIC,nonexp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, and", and,-1.3368444442749023,"[('Tr', -7.844475269317627), ('acy', -3.536731243133545), (' ch', -10.492444038391113), ('atted', -7.632636070251465), (' with', -0.5205937623977661), (' the', -2.524749279022217), (' body', -9.984383583068848), ('guards', -3.7824273109436035), (' who', -2.520820379257202), (' were', -1.8724994659423828), (' constantly', -7.135456085205078), (' fighting', -6.605798721313477), (' off', -1.135398030281067), (' the', -1.2968612909317017), (' pap', -1.1835566759109497), ('ar', -0.009963186457753181), ('azzi', -0.008089752867817879), (',', -2.6309893131256104), (' and', -1.3368444442749023)]"
77,20,mock,IC,exp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, because", because,-4.798032760620117,"[('Kevin', -9.642251014709473), (' mocked', -15.314901351928711), (' the', -2.3075289726257324), (' fans', -7.248967170715332), (' who', -1.9836777448654175), (' were', -1.9548356533050537), (' continually', -8.473569869995117), (' staged', -13.199477195739746), ('iving', -6.596036434173584), (' and', -1.9762141704559326), (' getting', -3.65352725982666), (' hurt', -3.3662469387054443), (',', -1.9346469640731812), (' because', -4.798032760620117)]"
78,20,count,nonIC,exp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, because", because,-5.888172149658203,"[('Kevin', -9.642251014709473), (' counted', -13.946332931518555), (' the', -1.5699819326400757), (' fans', -8.600565910339355), (' who', -2.6424338817596436), (' were', -1.7537529468536377), (' continually', -11.091657638549805), (' staged', -11.972597122192383), ('iving', -7.05551290512085), (' and', -2.3201804161071777), (' getting', -4.719997406005859), (' hurt', -4.0274882316589355), (',', -2.3904547691345215), (' because', -5.888172149658203)]"
79,20,mock,IC,nonexp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, and", and,-1.4538218975067139,"[('Kevin', -9.642251014709473), (' mocked', -15.314901351928711), (' the', -2.3075289726257324), (' fans', -7.248967170715332), (' who', -1.9836777448654175), (' were', -1.9548356533050537), (' continually', -8.473569869995117), (' staged', -13.199477195739746), ('iving', -6.596036434173584), (' and', -1.9762141704559326), (' getting', -3.65352725982666), (' hurt', -3.3662469387054443), (',', -1.9346469640731812), (' and', -1.4538218975067139)]"
80,20,count,nonIC,nonexp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, and", and,-0.9783375263214111,"[('Kevin', -9.642251014709473), (' counted', -13.946332931518555), (' the', -1.5699819326400757), (' fans', -8.600565910339355), (' who', -2.6424338817596436), (' were', -1.7537529468536377), (' continually', -11.091657638549805), (' staged', -11.972597122192383), ('iving', -7.05551290512085), (' and', -2.3201804161071777), (' getting', -4.719997406005859), (' hurt', -4.0274882316589355), (',', -2.3904547691345215), (' and', -0.9783375263214111)]"
81,21,scold,IC,exp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, because", because,-3.8487389087677,"[('Alice', -10.414253234863281), (' sc', -11.460800170898438), ('old', -2.875063180923462), ('ed', -0.07213538885116577), (' the', -2.2207603454589844), (' coordinator', -12.12114143371582), (' who', -3.205862045288086), (' was', -2.1233279705047607), (' constantly', -6.1078643798828125), (' making', -3.730679988861084), (' mistakes', -1.928557276725769), (',', -1.8847285509109497), (' because', -3.8487389087677)]"
82,21,joke,nonIC,exp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, because", because,-4.66129732131958,"[('Alice', -10.414253234863281), (' joked', -13.14581298828125), (' with', -2.5038928985595703), (' the', -2.2961456775665283), (' coordinator', -10.150903701782227), (' who', -4.3325934410095215), (' was', -1.4698076248168945), (' constantly', -7.639700889587402), (' making', -4.245422840118408), (' mistakes', -4.701309680938721), (',', -2.0773606300354004), (' because', -4.66129732131958)]"
83,21,scold,IC,nonexp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, and", and,-1.2430956363677979,"[('Alice', -10.414253234863281), (' sc', -11.460800170898438), ('old', -2.875063180923462), ('ed', -0.07213538885116577), (' the', -2.2207603454589844), (' coordinator', -12.12114143371582), (' who', -3.205862045288086), (' was', -2.1233279705047607), (' constantly', -6.1078643798828125), (' making', -3.730679988861084), (' mistakes', -1.928557276725769), (',', -1.8847285509109497), (' and', -1.2430956363677979)]"
84,21,joke,nonIC,nonexp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, and", and,-1.7176822423934937,"[('Alice', -10.414253234863281), (' joked', -13.14581298828125), (' with', -2.5038928985595703), (' the', -2.2961456775665283), (' coordinator', -10.150903701782227), (' who', -4.3325934410095215), (' was', -1.4698076248168945), (' constantly', -7.639700889587402), (' making', -4.245422840118408), (' mistakes', -4.701309680938721), (',', -2.0773606300354004), (' and', -1.7176822423934937)]"
85,22,stare,IC,exp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, because", because,-6.713529586791992,"[('Charles', -9.299139022827148), (' stared', -13.160751342773438), (' at', -0.6232524514198303), (' the', -0.45607221126556396), (' patron', -11.341119766235352), (' who', -2.581696033477783), (' was', -1.8772343397140503), (' behaving', -8.816604614257812), (' in', -2.0401229858398438), (' a', -0.8046252727508545), (' strange', -3.3381433486938477), (' way', -1.3193620443344116), (',', -2.2405457496643066), (' because', -6.713529586791992)]"
86,22,study,nonIC,exp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, because", because,-6.056774616241455,"[('Charles', -9.299139022827148), (' studied', -10.448856353759766), (' with', -3.8469536304473877), (' the', -2.259782314300537), (' patron', -9.843717575073242), (' who', -6.538764476776123), (' was', -2.4451193809509277), (' behaving', -11.622577667236328), (' in', -1.9808629751205444), (' a', -1.0968270301818848), (' strange', -3.952467679977417), (' way', -0.855952262878418), (',', -1.6532814502716064), (' because', -6.056774616241455)]"
87,22,stare,IC,nonexp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, and", and,-2.0462379455566406,"[('Charles', -9.299139022827148), (' stared', -13.160751342773438), (' at', -0.6232524514198303), (' the', -0.45607221126556396), (' patron', -11.341119766235352), (' who', -2.581696033477783), (' was', -1.8772343397140503), (' behaving', -8.816604614257812), (' in', -2.0401229858398438), (' a', -0.8046252727508545), (' strange', -3.3381433486938477), (' way', -1.3193620443344116), (',', -2.2405457496643066), (' and', -2.0462379455566406)]"
88,22,study,nonIC,nonexp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, and", and,-1.4946056604385376,"[('Charles', -9.299139022827148), (' studied', -10.448856353759766), (' with', -3.8469536304473877), (' the', -2.259782314300537), (' patron', -9.843717575073242), (' who', -6.538764476776123), (' was', -2.4451193809509277), (' behaving', -11.622577667236328), (' in', -1.9808629751205444), (' a', -1.0968270301818848), (' strange', -3.952467679977417), (' way', -0.855952262878418), (',', -1.6532814502716064), (' and', -1.4946056604385376)]"
89,23,assist,IC,exp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, because", because,-5.580186367034912,"[('Ben', -9.011180877685547), (' assisted', -13.741087913513184), (' the', -2.4044578075408936), (' coach', -8.392772674560547), (' who', -4.976827621459961), (' was', -1.5556472539901733), (' overwhelmed', -7.542367935180664), (' with', -0.80027836561203), (' work', -3.4786696434020996), (',', -2.289609432220459), (' because', -5.580186367034912)]"
90,23,stand,nonIC,exp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, because", because,-6.8515424728393555,"[('Ben', -9.011180877685547), (' stood', -9.56554889678955), (' next', -4.488536357879639), (' to', -0.0048444755375385284), (' the', -1.0152660608291626), (' coach', -7.574851036071777), (' who', -6.461204528808594), (' was', -0.9387379884719849), (' overwhelmed', -10.319351196289062), (' with', -0.7889745235443115), (' work', -5.076277256011963), (',', -2.440180540084839), (' because', -6.8515424728393555)]"
91,23,assist,IC,nonexp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, and", and,-1.5888913869857788,"[('Ben', -9.011180877685547), (' assisted', -13.741087913513184), (' the', -2.4044578075408936), (' coach', -8.392772674560547), (' who', -4.976827621459961), (' was', -1.5556472539901733), (' overwhelmed', -7.542367935180664), (' with', -0.80027836561203), (' work', -3.4786696434020996), (',', -2.289609432220459), (' and', -1.5888913869857788)]"
92,23,stand,nonIC,nonexp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, and", and,-2.232752799987793,"[('Ben', -9.011180877685547), (' stood', -9.56554889678955), (' next', -4.488536357879639), (' to', -0.0048444755375385284), (' the', -1.0152660608291626), (' coach', -7.574851036071777), (' who', -6.461204528808594), (' was', -0.9387379884719849), (' overwhelmed', -10.319351196289062), (' with', -0.7889745235443115), (' work', -5.076277256011963), (',', -2.440180540084839), (' and', -2.232752799987793)]"
93,24,trust,IC,exp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, because", because,-6.686209678649902,"[('Bob', -9.50656795501709), (' trusted', -15.695585250854492), (' the', -2.197457790374756), (' physician', -7.768424034118652), (' who', -2.104268789291382), (' was', -2.5881242752075195), (' caring', -3.8317627906799316), (' and', -6.2158074378967285), (' consider', -5.183009147644043), ('ate', -0.004222407005727291), (',', -1.924302339553833), (' because', -6.686209678649902)]"
94,24,live,nonIC,exp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, because", because,-7.040049076080322,"[('Bob', -9.50656795501709), (' lived', -10.475563049316406), (' next', -4.716062068939209), (' to', -1.9856846332550049), (' the', -1.8860814571380615), (' physician', -11.338361740112305), (' who', -1.896963357925415), (' was', -2.0604825019836426), (' caring', -4.599822998046875), (' and', -7.430620193481445), (' consider', -6.478666305541992), ('ate', -0.005294231232255697), (',', -2.156463623046875), (' because', -7.040049076080322)]"
95,24,trust,IC,nonexp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, and", and,-1.241881251335144,"[('Bob', -9.50656795501709), (' trusted', -15.695585250854492), (' the', -2.197457790374756), (' physician', -7.768424034118652), (' who', -2.104268789291382), (' was', -2.5881242752075195), (' caring', -3.8317627906799316), (' and', -6.2158074378967285), (' consider', -5.183009147644043), ('ate', -0.004222407005727291), (',', -1.924302339553833), (' and', -1.241881251335144)]"
96,24,live,nonIC,nonexp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, and", and,-1.3318142890930176,"[('Bob', -9.50656795501709), (' lived', -10.475563049316406), (' next', -4.716062068939209), (' to', -1.9856846332550049), (' the', -1.8860814571380615), (' physician', -11.338361740112305), (' who', -1.896963357925415), (' was', -2.0604825019836426), (' caring', -4.599822998046875), (' and', -7.430620193481445), (' consider', -6.478666305541992), ('ate', -0.005294231232255697), (',', -2.156463623046875), (' and', -1.3318142890930176)]"
97,25,correct,IC,exp,Rachel corrected the trainee who was misinterpreting her intention,"Rachel corrected the trainee who was misinterpreting her intention, because", because,-4.711676597595215,"[('Rachel', -10.303606033325195), (' corrected', -15.10484504699707), (' the', -1.6904196739196777), (' train', -7.692309379577637), ('ee', -0.6415618658065796), (' who', -4.004092216491699), (' was', -1.267067313194275), (' mis', -5.7567548751831055), ('interpre', -3.462214231491089), ('ting', -0.0003299168893136084), (' her', -1.8716580867767334), (' intention', -5.1543731689453125), (',', -2.3672268390655518), (' because', -4.711676597595215)]"
