sent_id,item_id,verb,sentence_type,continuation_type,main_sentence,sentence,critical_token,critical_prob,logprob
52,13,wait,nonIC,nonexp,Emily waited with the nieces who have repeatedly ruined expensive orchids,"Emily waited with the nieces who have repeatedly ruined expensive orchids, and", and,-2.059114456176758,"[(' waited', -11.176787376403809), (' with', -4.059683799743652), (' the', -2.8910374641418457), (' n', -8.286385536193848), ('ie', -4.946354866027832), ('ces', -0.002544738817960024), (' who', -5.8828325271606445), (' have', -6.191947937011719), (' repeatedly', -9.016937255859375), (' ruined', -8.633641242980957), (' expensive', -11.582208633422852), (' or', -6.733328819274902), ('ch', -5.972142219543457), ('ids', -1.4560692310333252), (',', -2.3819143772125244), (' and', -2.059114456176758)]"
53,14,help,IC,exp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, because", because,-4.421969890594482,"[(' helped', -9.685056686401367), (' the', -2.6508753299713135), (' boys', -6.437265396118164), (' who', -6.063868045806885), (' are', -4.656368255615234), (' perpetually', -9.86390495300293), (' failing', -7.586175441741943), (' math', -9.69229507446289), (' class', -4.61158561706543), (',', -2.740305185317993), (' because', -4.421969890594482)]"
54,14,run,nonIC,exp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, because", because,-4.654037952423096,"[(' ran', -9.717802047729492), (' into', -2.835822343826294), (' the', -2.2893993854522705), (' boys', -7.595063209533691), (' who', -3.825655221939087), (' are', -4.84110689163208), (' perpetually', -9.789779663085938), (' failing', -8.606054306030273), (' math', -9.61850357055664), (' class', -4.160305976867676), (',', -1.8886274099349976), (' because', -4.654037952423096)]"
55,14,help,IC,nonexp,Joe helped the boys who are perpetually failing math class,"Joe helped the boys who are perpetually failing math class, and", and,-2.23598051071167,"[(' helped', -9.685056686401367), (' the', -2.6508753299713135), (' boys', -6.437265396118164), (' who', -6.063868045806885), (' are', -4.656368255615234), (' perpetually', -9.86390495300293), (' failing', -7.586175441741943), (' math', -9.69229507446289), (' class', -4.61158561706543), (',', -2.740305185317993), (' and', -2.23598051071167)]"
56,14,run,nonIC,nonexp,Joe ran into the boys who are perpetually failing math class,"Joe ran into the boys who are perpetually failing math class, and", and,-1.3919988870620728,"[(' ran', -9.717802047729492), (' into', -2.835822343826294), (' the', -2.2893993854522705), (' boys', -7.595063209533691), (' who', -3.825655221939087), (' are', -4.84110689163208), (' perpetually', -9.789779663085938), (' failing', -8.606054306030273), (' math', -9.61850357055664), (' class', -4.160305976867676), (',', -1.8886274099349976), (' and', -1.3919988870620728)]"
57,15,reproach,IC,exp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, because", because,-5.7116193771362305,"[(' repro', -14.668539047241211), ('ached', -0.5371372103691101), (' the', -1.9537074565887451), (' doctors', -7.29180908203125), (' who', -2.8721790313720703), (' were', -2.5369417667388916), (' adam', -12.033573150634766), ('antly', -0.000695463502779603), (' in', -4.703763008117676), (' favor', -0.5889643430709839), (' of', -0.024665607139468193), (' plastic', -8.865650177001953), (' surgery', -0.3556000888347626), (',', -1.5727025270462036), (' because', -5.7116193771362305)]"
58,15,work,nonIC,exp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, because", because,-4.784344673156738,"[(' worked', -9.932939529418945), (' with', -2.0559911727905273), (' the', -2.112248420715332), (' doctors', -8.097569465637207), (' who', -2.8468992710113525), (' were', -2.664290189743042), (' adam', -12.43364429473877), ('antly', -0.0014730566181242466), (' in', -4.639828681945801), (' favor', -0.4296342432498932), (' of', -0.01444055326282978), (' plastic', -8.901138305664062), (' surgery', -0.31577205657958984), (',', -1.486859679222107), (' because', -4.784344673156738)]"
59,15,reproach,IC,nonexp,Jessica reproached the doctors who were adamantly in favor of plastic surgery,"Jessica reproached the doctors who were adamantly in favor of plastic surgery, and", and,-2.619417905807495,"[(' repro', -14.668539047241211), ('ached', -0.5371372103691101), (' the', -1.9537074565887451), (' doctors', -7.29180908203125), (' who', -2.8721790313720703), (' were', -2.5369417667388916), (' adam', -12.033573150634766), ('antly', -0.000695463502779603), (' in', -4.703763008117676), (' favor', -0.5889643430709839), (' of', -0.024665607139468193), (' plastic', -8.865650177001953), (' surgery', -0.3556000888347626), (',', -1.5727025270462036), (' and', -2.619417905807495)]"
60,15,work,nonIC,nonexp,Jessica worked with the doctors who were adamantly in favor of plastic surgery,"Jessica worked with the doctors who were adamantly in favor of plastic surgery, and", and,-1.3720141649246216,"[(' worked', -9.932939529418945), (' with', -2.0559911727905273), (' the', -2.112248420715332), (' doctors', -8.097569465637207), (' who', -2.8468992710113525), (' were', -2.664290189743042), (' adam', -12.43364429473877), ('antly', -0.0014730566181242466), (' in', -4.639828681945801), (' favor', -0.4296342432498932), (' of', -0.01444055326282978), (' plastic', -8.901138305664062), (' surgery', -0.31577205657958984), (',', -1.486859679222107), (' and', -1.3720141649246216)]"
61,16,pacify,IC,exp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, because", because,-5.955360412597656,"[(' pac', -13.278083801269531), ('ified', -0.6925454139709473), (' the', -1.4766095876693726), (' associates', -12.784551620483398), (' who', -2.9846768379211426), (' were', -1.4834849834442139), (' nearly', -8.33430290222168), (' bankrupt', -7.530308723449707), ('ed', -3.1247692108154297), (' by', -1.1392267942428589), (' the', -0.8009473085403442), (' new', -5.3984503746032715), (' tax', -4.6154465675354), (' policy', -3.587580680847168), (',', -1.579483985900879), (' because', -5.955360412597656)]"
62,16,visit,nonIC,exp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, because", because,-6.269161701202393,"[(' visited', -10.696956634521484), (' the', -1.2192363739013672), (' associates', -13.1764497756958), (' who', -3.213350534439087), (' were', -1.7303229570388794), (' nearly', -9.470125198364258), (' bankrupt', -6.16318416595459), ('ed', -3.566462993621826), (' by', -0.8415713906288147), (' the', -0.7856083512306213), (' new', -5.501337051391602), (' tax', -3.835665225982666), (' policy', -3.871030807495117), (',', -1.574098825454712), (' because', -6.269161701202393)]"
63,16,pacify,IC,nonexp,Brian pacified the associates who were nearly bankrupted by the new tax policy,"Brian pacified the associates who were nearly bankrupted by the new tax policy, and", and,-1.7991865873336792,"[(' pac', -13.278083801269531), ('ified', -0.6925454139709473), (' the', -1.4766095876693726), (' associates', -12.784551620483398), (' who', -2.9846768379211426), (' were', -1.4834849834442139), (' nearly', -8.33430290222168), (' bankrupt', -7.530308723449707), ('ed', -3.1247692108154297), (' by', -1.1392267942428589), (' the', -0.8009473085403442), (' new', -5.3984503746032715), (' tax', -4.6154465675354), (' policy', -3.587580680847168), (',', -1.579483985900879), (' and', -1.7991865873336792)]"
64,16,visit,nonIC,nonexp,Brian visited the associates who were nearly bankrupted by the new tax policy,"Brian visited the associates who were nearly bankrupted by the new tax policy, and", and,-1.6316800117492676,"[(' visited', -10.696956634521484), (' the', -1.2192363739013672), (' associates', -13.1764497756958), (' who', -3.213350534439087), (' were', -1.7303229570388794), (' nearly', -9.470125198364258), (' bankrupt', -6.16318416595459), ('ed', -3.566462993621826), (' by', -0.8415713906288147), (' the', -0.7856083512306213), (' new', -5.501337051391602), (' tax', -3.835665225982666), (' policy', -3.871030807495117), (',', -1.574098825454712), (' and', -1.6316800117492676)]"
65,17,detest,IC,exp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, because", because,-4.700911521911621,"[('issa', -8.246203422546387), (' det', -12.299434661865234), ('ests', -1.6260392665863037), (' the', -1.5762096643447876), (' children', -7.396345138549805), (' who', -2.8794302940368652), (' are', -2.3149588108062744), (' generally', -8.48242473602295), (' arrogant', -9.504704475402832), (' and', -0.7870180606842041), (' rude', -4.7731781005859375), (',', -1.5524898767471313), (' because', -4.700911521911621)]"
66,17,babysit,nonIC,exp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, because", because,-5.426897048950195,"[('issa', -8.246203422546387), (' babys', -13.84256362915039), ('its', -1.334804654121399), (' the', -2.724073648452759), (' children', -2.9658024311065674), (' who', -4.603550910949707), (' are', -1.492783784866333), (' generally', -8.535244941711426), (' arrogant', -10.962396621704102), (' and', -0.7884501218795776), (' rude', -4.321725368499756), (',', -1.6590490341186523), (' because', -5.426897048950195)]"
67,17,detest,IC,nonexp,Melissa detests the children who are generally arrogant and rude,"Melissa detests the children who are generally arrogant and rude, and", and,-1.1695243120193481,"[('issa', -8.246203422546387), (' det', -12.299434661865234), ('ests', -1.6260392665863037), (' the', -1.5762096643447876), (' children', -7.396345138549805), (' who', -2.8794302940368652), (' are', -2.3149588108062744), (' generally', -8.48242473602295), (' arrogant', -9.504704475402832), (' and', -0.7870180606842041), (' rude', -4.7731781005859375), (',', -1.5524898767471313), (' and', -1.1695243120193481)]"
68,17,babysit,nonIC,nonexp,Melissa babysits the children who are generally arrogant and rude,"Melissa babysits the children who are generally arrogant and rude, and", and,-1.2253514528274536,"[('issa', -8.246203422546387), (' babys', -13.84256362915039), ('its', -1.334804654121399), (' the', -2.724073648452759), (' children', -2.9658024311065674), (' who', -4.603550910949707), (' are', -1.492783784866333), (' generally', -8.535244941711426), (' arrogant', -10.962396621704102), (' and', -0.7884501218795776), (' rude', -4.321725368499756), (',', -1.6590490341186523), (' and', -1.2253514528274536)]"
69,18,thank,IC,exp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, because", because,-5.014910697937012,"[(' thanked', -11.946792602539062), (' the', -1.7855793237686157), (' servants', -10.315725326538086), (' who', -2.245253562927246), (' are', -5.4081010818481445), (' lately', -10.22518539428711), (' been', -5.788878440856934), (' helping', -4.171318054199219), (' the', -2.7951464653015137), (' poor', -4.417384147644043), (',', -2.1838512420654297), (' because', -5.014910697937012)]"
70,18,talk,nonIC,exp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, because", because,-4.874116897583008,"[(' talked', -10.20144271850586), (' to', -1.2590138912200928), (' the', -2.4888906478881836), (' servants', -12.4987154006958), (' who', -3.1131324768066406), (' are', -3.9809250831604004), (' lately', -10.673796653747559), (' been', -6.402549743652344), (' helping', -5.306623935699463), (' the', -2.279327630996704), (' poor', -4.677243232727051), (',', -2.27497935295105), (' because', -4.874116897583008)]"
71,18,thank,IC,nonexp,Frank thanked the servants who are lately been helping the poor,"Frank thanked the servants who are lately been helping the poor, and", and,-1.5899306535720825,"[(' thanked', -11.946792602539062), (' the', -1.7855793237686157), (' servants', -10.315725326538086), (' who', -2.245253562927246), (' are', -5.4081010818481445), (' lately', -10.22518539428711), (' been', -5.788878440856934), (' helping', -4.171318054199219), (' the', -2.7951464653015137), (' poor', -4.417384147644043), (',', -2.1838512420654297), (' and', -1.5899306535720825)]"
72,18,talk,nonIC,nonexp,Frank talked to the servants who are lately been helping the poor,"Frank talked to the servants who are lately been helping the poor, and", and,-1.3992862701416016,"[(' talked', -10.20144271850586), (' to', -1.2590138912200928), (' the', -2.4888906478881836), (' servants', -12.4987154006958), (' who', -3.1131324768066406), (' are', -3.9809250831604004), (' lately', -10.673796653747559), (' been', -6.402549743652344), (' helping', -5.306623935699463), (' the', -2.279327630996704), (' poor', -4.677243232727051), (',', -2.27497935295105), (' and', -1.3992862701416016)]"
73,19,congratulate,IC,exp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, because", because,-5.9508490562438965,"[('acy', -6.957303524017334), (' congratulated', -12.414033889770508), (' the', -2.2828686237335205), (' body', -7.270824432373047), ('guards', -5.766016483306885), (' who', -2.963287115097046), (' were', -1.8018070459365845), (' constantly', -11.004606246948242), (' fighting', -4.426587104797363), (' off', -3.5767903327941895), (' the', -0.7287673354148865), (' pap', -9.033808708190918), ('ar', -0.09454979002475739), ('azz', -0.00012003655137959868), ('i', -0.02128998190164566), (',', -1.6973236799240112), (' because', -5.9508490562438965)]"
74,19,chat,nonIC,exp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, because", because,-6.109086513519287,"[('acy', -6.957303524017334), (' ch', -9.634180068969727), ('atted', -6.5461812019348145), (' with', -0.675879180431366), (' the', -2.708397150039673), (' body', -8.609233856201172), ('guards', -4.4287214279174805), (' who', -3.1259775161743164), (' were', -1.627789855003357), (' constantly', -8.66925048828125), (' fighting', -4.835286617279053), (' off', -3.6901180744171143), (' the', -0.7538666129112244), (' pap', -8.860557556152344), ('ar', -0.11618860065937042), ('azz', -0.00010108436981681734), ('i', -0.0221426822245121), (',', -1.7001261711120605), (' because', -6.109086513519287)]"
75,19,congratulate,IC,nonexp,Tracy congratulated the bodyguards who were constantly fighting off the paparazzi,"Tracy congratulated the bodyguards who were constantly fighting off the paparazzi, and", and,-2.180722713470459,"[('acy', -6.957303524017334), (' congratulated', -12.414033889770508), (' the', -2.2828686237335205), (' body', -7.270824432373047), ('guards', -5.766016483306885), (' who', -2.963287115097046), (' were', -1.8018070459365845), (' constantly', -11.004606246948242), (' fighting', -4.426587104797363), (' off', -3.5767903327941895), (' the', -0.7287673354148865), (' pap', -9.033808708190918), ('ar', -0.09454979002475739), ('azz', -0.00012003655137959868), ('i', -0.02128998190164566), (',', -1.6973236799240112), (' and', -2.180722713470459)]"
76,19,chat,nonIC,nonexp,Tracy chatted with the bodyguards who were constantly fighting off the paparazzi,"Tracy chatted with the bodyguards who were constantly fighting off the paparazzi, and", and,-1.6310135126113892,"[('acy', -6.957303524017334), (' ch', -9.634180068969727), ('atted', -6.5461812019348145), (' with', -0.675879180431366), (' the', -2.708397150039673), (' body', -8.609233856201172), ('guards', -4.4287214279174805), (' who', -3.1259775161743164), (' were', -1.627789855003357), (' constantly', -8.66925048828125), (' fighting', -4.835286617279053), (' off', -3.6901180744171143), (' the', -0.7538666129112244), (' pap', -8.860557556152344), ('ar', -0.11618860065937042), ('azz', -0.00010108436981681734), ('i', -0.0221426822245121), (',', -1.7001261711120605), (' and', -1.6310135126113892)]"
77,20,mock,IC,exp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, because", because,-5.691270351409912,"[(' mocked', -12.861075401306152), (' the', -1.631003499031067), (' fans', -6.957954406738281), (' who', -2.2515573501586914), (' were', -2.7052714824676514), (' continually', -8.703190803527832), (' staged', -12.557995796203613), ('iving', -16.92864990234375), (' and', -2.9369819164276123), (' getting', -5.925619125366211), (' hurt', -5.934063911437988), (',', -2.3561410903930664), (' because', -5.691270351409912)]"
78,20,count,nonIC,exp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, because", because,-5.520296096801758,"[(' counted', -11.948149681091309), (' the', -2.3921334743499756), (' fans', -8.02898120880127), (' who', -2.856076240539551), (' were', -2.5527334213256836), (' continually', -10.053032875061035), (' staged', -13.325390815734863), ('iving', -18.326662063598633), (' and', -2.7278120517730713), (' getting', -6.059892654418945), (' hurt', -6.715194225311279), (',', -2.1535463333129883), (' because', -5.520296096801758)]"
79,20,mock,IC,nonexp,Kevin mocked the fans who were continually stagediving and getting hurt,"Kevin mocked the fans who were continually stagediving and getting hurt, and", and,-1.9041686058044434,"[(' mocked', -12.861075401306152), (' the', -1.631003499031067), (' fans', -6.957954406738281), (' who', -2.2515573501586914), (' were', -2.7052714824676514), (' continually', -8.703190803527832), (' staged', -12.557995796203613), ('iving', -16.92864990234375), (' and', -2.9369819164276123), (' getting', -5.925619125366211), (' hurt', -5.934063911437988), (',', -2.3561410903930664), (' and', -1.9041686058044434)]"
80,20,count,nonIC,nonexp,Kevin counted the fans who were continually stagediving and getting hurt,"Kevin counted the fans who were continually stagediving and getting hurt, and", and,-1.382837176322937,"[(' counted', -11.948149681091309), (' the', -2.3921334743499756), (' fans', -8.02898120880127), (' who', -2.856076240539551), (' were', -2.5527334213256836), (' continually', -10.053032875061035), (' staged', -13.325390815734863), ('iving', -18.326662063598633), (' and', -2.7278120517730713), (' getting', -6.059892654418945), (' hurt', -6.715194225311279), (',', -2.1535463333129883), (' and', -1.382837176322937)]"
81,21,scold,IC,exp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, because", because,-4.9522294998168945,"[(' sc', -9.964685440063477), ('olded', -3.1844561100006104), (' the', -2.1782619953155518), (' coordinator', -10.862870216369629), (' who', -3.475947380065918), (' was', -1.7167088985443115), (' constantly', -7.0736260414123535), (' making', -3.8510820865631104), (' mistakes', -3.5207109451293945), (',', -1.9014025926589966), (' because', -4.9522294998168945)]"
82,21,joke,nonIC,exp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, because", because,-5.046938419342041,"[(' joked', -11.275728225708008), (' with', -3.4580841064453125), (' the', -2.5682029724121094), (' coordinator', -9.869746208190918), (' who', -4.256948471069336), (' was', -1.9489655494689941), (' constantly', -8.111302375793457), (' making', -4.298705101013184), (' mistakes', -5.2689924240112305), (',', -1.9574286937713623), (' because', -5.046938419342041)]"
83,21,scold,IC,nonexp,Alice scolded the coordinator who was constantly making mistakes,"Alice scolded the coordinator who was constantly making mistakes, and", and,-2.0700957775115967,"[(' sc', -9.964685440063477), ('olded', -3.1844561100006104), (' the', -2.1782619953155518), (' coordinator', -10.862870216369629), (' who', -3.475947380065918), (' was', -1.7167088985443115), (' constantly', -7.0736260414123535), (' making', -3.8510820865631104), (' mistakes', -3.5207109451293945), (',', -1.9014025926589966), (' and', -2.0700957775115967)]"
84,21,joke,nonIC,nonexp,Alice joked with the coordinator who was constantly making mistakes,"Alice joked with the coordinator who was constantly making mistakes, and", and,-1.8620857000350952,"[(' joked', -11.275728225708008), (' with', -3.4580841064453125), (' the', -2.5682029724121094), (' coordinator', -9.869746208190918), (' who', -4.256948471069336), (' was', -1.9489655494689941), (' constantly', -8.111302375793457), (' making', -4.298705101013184), (' mistakes', -5.2689924240112305), (',', -1.9574286937713623), (' and', -1.8620857000350952)]"
85,22,stare,IC,exp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, because", because,-6.197961807250977,"[(' stared', -11.866764068603516), (' at', -0.6088945269584656), (' the', -1.5015112161636353), (' patron', -11.63865852355957), (' who', -4.296796798706055), (' was', -1.5166867971420288), (' behaving', -8.74307632446289), (' in', -2.693057060241699), (' a', -0.7548319697380066), (' strange', -3.451321840286255), (' way', -0.7457901835441589), (',', -1.5872050523757935), (' because', -6.197961807250977)]"
86,22,study,nonIC,exp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, because", because,-5.676628589630127,"[(' studied', -11.21597671508789), (' with', -3.433581590652466), (' the', -3.2324585914611816), (' patron', -10.680991172790527), (' who', -4.787517070770264), (' was', -1.9477102756500244), (' behaving', -10.170710563659668), (' in', -2.703728199005127), (' a', -0.940430223941803), (' strange', -3.7965569496154785), (' way', -0.5455641746520996), (',', -1.6404883861541748), (' because', -5.676628589630127)]"
87,22,stare,IC,nonexp,Charles stared at the patron who was behaving in a strange way,"Charles stared at the patron who was behaving in a strange way, and", and,-1.8350849151611328,"[(' stared', -11.866764068603516), (' at', -0.6088945269584656), (' the', -1.5015112161636353), (' patron', -11.63865852355957), (' who', -4.296796798706055), (' was', -1.5166867971420288), (' behaving', -8.74307632446289), (' in', -2.693057060241699), (' a', -0.7548319697380066), (' strange', -3.451321840286255), (' way', -0.7457901835441589), (',', -1.5872050523757935), (' and', -1.8350849151611328)]"
88,22,study,nonIC,nonexp,Charles studied with the patron who was behaving in a strange way,"Charles studied with the patron who was behaving in a strange way, and", and,-1.312874436378479,"[(' studied', -11.21597671508789), (' with', -3.433581590652466), (' the', -3.2324585914611816), (' patron', -10.680991172790527), (' who', -4.787517070770264), (' was', -1.9477102756500244), (' behaving', -10.170710563659668), (' in', -2.703728199005127), (' a', -0.940430223941803), (' strange', -3.7965569496154785), (' way', -0.5455641746520996), (',', -1.6404883861541748), (' and', -1.312874436378479)]"
89,23,assist,IC,exp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, because", because,-5.481302738189697,"[(' assisted', -11.593088150024414), (' the', -2.466493606567383), (' coach', -6.862378120422363), (' who', -4.90610408782959), (' was', -1.9456051588058472), (' overwhelmed', -8.947527885437012), (' with', -1.428091287612915), (' work', -5.579604148864746), (',', -2.7490758895874023), (' because', -5.481302738189697)]"
90,23,stand,nonIC,exp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, because", because,-6.262930393218994,"[(' stood', -9.747491836547852), (' next', -3.594773292541504), (' to', -0.008069413714110851), (' the', -2.2413125038146973), (' coach', -6.265623092651367), (' who', -3.484301805496216), (' was', -1.5130006074905396), (' overwhelmed', -9.746286392211914), (' with', -1.6937217712402344), (' work', -6.658290863037109), (',', -2.3215172290802), (' because', -6.262930393218994)]"
91,23,assist,IC,nonexp,Ben assisted the coach who was overwhelmed with work,"Ben assisted the coach who was overwhelmed with work, and", and,-2.1101784706115723,"[(' assisted', -11.593088150024414), (' the', -2.466493606567383), (' coach', -6.862378120422363), (' who', -4.90610408782959), (' was', -1.9456051588058472), (' overwhelmed', -8.947527885437012), (' with', -1.428091287612915), (' work', -5.579604148864746), (',', -2.7490758895874023), (' and', -2.1101784706115723)]"
92,23,stand,nonIC,nonexp,Ben stood next to the coach who was overwhelmed with work,"Ben stood next to the coach who was overwhelmed with work, and", and,-1.8839479684829712,"[(' stood', -9.747491836547852), (' next', -3.594773292541504), (' to', -0.008069413714110851), (' the', -2.2413125038146973), (' coach', -6.265623092651367), (' who', -3.484301805496216), (' was', -1.5130006074905396), (' overwhelmed', -9.746286392211914), (' with', -1.6937217712402344), (' work', -6.658290863037109), (',', -2.3215172290802), (' and', -1.8839479684829712)]"
93,24,trust,IC,exp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, because", because,-5.040528774261475,"[(' trusted', -12.20180892944336), (' the', -2.5358545780181885), (' physician', -8.917726516723633), (' who', -1.9836370944976807), (' was', -2.85201096534729), (' caring', -5.360652923583984), (' and', -7.7055511474609375), (' consider', -8.97720718383789), ('ate', -0.0036207374650985003), (',', -1.9198081493377686), (' because', -5.040528774261475)]"
94,24,live,nonIC,exp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, because", because,-5.584512710571289,"[(' lived', -10.079383850097656), (' next', -4.519426345825195), (' to', -1.9416786432266235), (' the', -2.1282670497894287), (' physician', -9.12093448638916), (' who', -1.7592642307281494), (' was', -2.708512306213379), (' caring', -5.298772811889648), (' and', -9.643951416015625), (' consider', -9.760040283203125), ('ate', -0.006428633816540241), (',', -1.8309231996536255), (' because', -5.584512710571289)]"
95,24,trust,IC,nonexp,Bob trusted the physician who was caring and considerate,"Bob trusted the physician who was caring and considerate, and", and,-1.4464887380599976,"[(' trusted', -12.20180892944336), (' the', -2.5358545780181885), (' physician', -8.917726516723633), (' who', -1.9836370944976807), (' was', -2.85201096534729), (' caring', -5.360652923583984), (' and', -7.7055511474609375), (' consider', -8.97720718383789), ('ate', -0.0036207374650985003), (',', -1.9198081493377686), (' and', -1.4464887380599976)]"
96,24,live,nonIC,nonexp,Bob lived next to the physician who was caring and considerate,"Bob lived next to the physician who was caring and considerate, and", and,-1.2122666835784912,"[(' lived', -10.079383850097656), (' next', -4.519426345825195), (' to', -1.9416786432266235), (' the', -2.1282670497894287), (' physician', -9.12093448638916), (' who', -1.7592642307281494), (' was', -2.708512306213379), (' caring', -5.298772811889648), (' and', -9.643951416015625), (' consider', -9.760040283203125), ('ate', -0.006428633816540241), (',', -1.8309231996536255), (' and', -1.2122666835784912)]"
97,25,correct,IC,exp,Rachel corrected the trainee who was misinterpreting her intention,"Rachel corrected the trainee who was misinterpreting her intention, because", because,-5.806755065917969,"[(' corrected', -12.12562370300293), (' the', -2.4898486137390137), (' train', -8.884594917297363), ('ee', -1.8632417917251587), (' who', -3.2647218704223633), (' was', -2.297532796859741), (' mis', -5.318756103515625), ('inter', -2.3560080528259277), ('pre', -0.011516401544213295), ('ting', -0.0007871866691857576), (' her', -2.177452564239502), (' intention', -8.129718780517578), (',', -2.0592808723449707), (' because', -5.806755065917969)]"
98,25,run,nonIC,exp,Rachel ran into the trainee who was misinterpreting her intention ,"Rachel ran into the trainee who was misinterpreting her intention , because", because,-5.160915851593018,"[(' ran', -9.202367782592773), (' into', -2.557621717453003), (' the', -1.9202828407287598), (' train', -7.309030532836914), ('ee', -6.52379035949707), (' who', -3.8398168087005615), (' was', -1.4254610538482666), (' mis', -8.90714168548584), ('inter', -3.2100534439086914), ('pre', -0.008999145589768887), ('ting', -0.0006391151691786945), (' her', -2.2098588943481445), (' intention', -8.146514892578125), (' ,', -9.322290420532227), (' because', -5.160915851593018)]"
99,25,correct,IC,nonexp,Rachel corrected the trainee who was misinterpreting her intention,"Rachel corrected the trainee who was misinterpreting her intention, and", and,-2.0874786376953125,"[(' corrected', -12.12562370300293), (' the', -2.4898486137390137), (' train', -8.884594917297363), ('ee', -1.8632417917251587), (' who', -3.2647218704223633), (' was', -2.297532796859741), (' mis', -5.318756103515625), ('inter', -2.3560080528259277), ('pre', -0.011516401544213295), ('ting', -0.0007871866691857576), (' her', -2.177452564239502), (' intention', -8.129718780517578), (',', -2.0592808723449707), (' and', -2.0874786376953125)]"
100,25,run,nonIC,nonexp,Rachel ran into the trainee who was misinterpreting her intention ,"Rachel ran into the trainee who was misinterpreting her intention , and", and,-1.5323834419250488,"[(' ran', -9.202367782592773), (' into', -2.557621717453003), (' the', -1.9202828407287598), (' train', -7.309030532836914), ('ee', -6.52379035949707), (' who', -3.8398168087005615), (' was', -1.4254610538482666), (' mis', -8.90714168548584), ('inter', -3.2100534439086914), ('pre', -0.008999145589768887), ('ting', -0.0006391151691786945), (' her', -2.2098588943481445), (' intention', -8.146514892578125), (' ,', -9.322290420532227), (' and', -1.5323834419250488)]"
101,26,thank,IC,exp,James thanked the analyst who was willing to take on the extra work,"James thanked the analyst who was willing to take on the extra work, because", because,-5.1485676765441895,"[(' thanked', -11.928207397460938), (' the', -1.7374612092971802), (' analyst', -10.306927680969238), (' who', -2.486452102661133), (' was', -3.1620426177978516), (' willing', -5.746358871459961), (' to', -0.012998726218938828), (' take', -3.1507904529571533), (' on', -1.9157322645187378), (' the', -0.7767789959907532), (' extra', -7.298192977905273), (' work', -2.3314881324768066), (',', -2.0009803771972656), (' because', -5.1485676765441895)]"
102,26,chat,nonIC,exp,James chatted with the analyst who was willing to take on the extra work,"James chatted with the analyst who was willing to take on the extra work, because", because,-5.66097354888916,"[(' ch', -9.270950317382812), ('atted', -1.4364465475082397), (' with', -0.6137368083000183), (' the', -2.7538652420043945), (' analyst', -7.592464923858643), (' who', -3.0735316276550293), (' was', -2.7597219944000244), (' willing', -6.8782477378845215), (' to', -0.008650568313896656), (' take', -3.29012131690979), (' on', -1.6400328874588013), (' the', -1.0075757503509521), (' extra', -7.80678129196167), (' work', -3.5097427368164062), (',', -2.104300022125244), (' because', -5.66097354888916)]"
103,26,thank,IC,nonexp,James thanked the analyst who was willing to take on the extra work,"James thanked the analyst who was willing to take on the extra work, and", and,-1.8900607824325562,"[(' thanked', -11.928207397460938), (' the', -1.7374612092971802), (' analyst', -10.306927680969238), (' who', -2.486452102661133), (' was', -3.1620426177978516), (' willing', -5.746358871459961), (' to', -0.012998726218938828), (' take', -3.1507904529571533), (' on', -1.9157322645187378), (' the', -0.7767789959907532), (' extra', -7.298192977905273), (' work', -2.3314881324768066), (',', -2.0009803771972656), (' and', -1.8900607824325562)]"
